,F12 I/O LIST,,
,,,
,F12\INPUTWD.DOC,,
I/O,DESCRIPTION,SYMBOL,PAGE #
WORD,,,(DRAW')
,"IF IW62,2,1 = 1",,
"IW62,5",MELT PRESS. BEFORE SECOND EXT.              P512,PE1200-18,57
,"IF IW62,2,2 = 0",,
"IW62,5",MELT PRESS. BEFORE DIE                      P516,TE1250-03,58
,"IF IW62,2,2 = 1",,
"IW62,6",MELT TEMP. AFTER SECOND EXT.                T513,TE1200-19,57
,"IF IW62,2,3 = 0",,
"IW62,6",WEIGHING OF DOSING HOPPER                   R200,WT1115,58
,"IF IW62,2,3 = 1",,
,,,
"IW63,3",MELT PRESS. AFTER SAT. EXT. 1               P501,PE1210-31,59
,"IF IW63,3.0 = 0",,
"IW63,3",MELT TEMP. BEFORE DIE                       T502,TE1235-01,60
,"IF IW63,3.0 = 1",,
"IW63,4",MELT TEMP. AFTER SAT. EXT. 1                T500,TE1210-32,59
,"IF IW63,3.1 = 0",,
"IW63,4",MELT PRESS. BEFORE DIE                      P503,PE1235-03,60
,"IF IW63,3.1 = 1",,
"IW63,5",MELT PRESS. AFTER SAT. EXT. 2               P505,PE1210-33,59
,"IF IW63,3.2 = 0",,
"IW63,5",MELT TEMP. BEFORE DIE                       T506,TE1235-02,60
,"IF IW63,3.2 = 1",,
"IW63,6",MELT TEMP. AFTER SAT. EXT. 2                T504,TE1210-34,59
,"IF IW63,3.3 = 0",,
"IW63,6",MELT PRESS. BEFORE DIE                      P507,PE1235-04,60
,"IF IW63,3.3 = 1",,
,,,
,,,
"IW64,3",FREE                                      CONAIR,,61
,"IF IW64,3,0 = 0",,
"IW64,3",ROTARY ARM CURRENT                   MAIN HOPPER,,62
,"IF IW64,3,0 = 1",,
"IW64,4",FREE,,61
,"IF IW64,3,0 = 0",,
"IW64,5",FREE                                      ,,61
,"IF IW64,3,0 = 0",,
"IW64,6",MIXING SCREW  CURRENT                 MAIN HOPPER,,61
,"IF IW64,3,0 = 0",,
,,,
