PLC ADR,ALIAS TO ,DESCRIPTION,UNIT,,,,,
W[2051],,SUMMATION SET POINT +ACC,,,,,,
W[2052],,FREE,,,,,,
W[2053],,FREE,,,,,,
W[2054],,FREE,,,,,,
W[2055],,FREE,,,,,,
W[2056],,FREE,,,,,,
W[2057],,FREE,,,,,,
W[2058],,FREE,,,,,,
W[2059],,FREE,,,,,,
W[2060],,FREE,,,,,,
W[2061],,FREE,,,,,,
W[2062],,FREE,,,,,,
W[2063],,FREE,,,,,,
W[2064],,FREE,,,,,,
W[2065],,FREE,,,,,,
W[2066],,FREE,,,,,,
W[2067],,FREE,,,,,,
W[2068],,FREE,,,,,,
W[2069],,FREE,,,,,,
W[2070],,FREE,,,,,,
W[2071],,FREE,,,,,,
W[2072],,FREE,,,,,,
W[2073],,FREE,,,,,,
W[2074],,FREE,,,,,,
W[2075],,FREE,,,,,,
W[2076],,FREE,,,,,,
W[2077],,FREE,,,,,,
W[2078],,FREE,,,,,,
W[2079],,FREE,,,,,,
W[2080],,FREE,,,,,,
W[2081],,FREE,,,,,,
W[2082],,FREE,,,,,,
W[2083],,FREE,,,,,,
W[2084],,FREE,,,,,,
W[2085],,FREE,,,,,,
W[2086],,FREE,,,,,,
W[2087],,FREE,,,,,,
W[2088],,FREE,,,,,,
W[2089],,FREE,,,,,,
W[2090],,FREE,,,,,,
W[2091],,FREE,,,,,,
W[2092],,FREE,,,,,,
W[2093],,FREE,,,,,,
W[2094],,FREE,,,,,,
W[2095],,FREE,,,,,,
W[2096],,FREE,,,,,,
W[2097],,FREE,,,,,,
W[2098],,FREE,,,,,,
W[2099],,FREE,,,,,,
W[2100],,SETPOINT SECTION EXT2,,,,,,
W[2101],,MEASURE (0-10000 PTS),,,,,,
W[2102],,MEASURE (0-10000 PTS),,,,,,
W[2103],,PROPORTIONAL ACTION BP%,,,,,,
W[2104],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2105],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2106],,DERIVATIVE CORRECTION,,,,,,
W[2107],,DERIVATIVE CORRECTION,,,,,,
W[2108],,GAIN,,,,,,
W[2109],,MEASURE (T-1),,,,,,
W[2110],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2111],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2112],,ORDER -MEASURE =E,,,,,,
W[2113],,ORDER -MEASURE =E,,,,,,
W[2114],,PROPORTIONNAL ACTION,,,,,,
W[2115],,PROPORTIONNAL ACTION,,,,,,
W[2116],,INTEGRAL ACTION,,,,,,
W[2117],,INTEGRAL ACTION,,,,,,
W[2118],,DERIVATIVE ACTION,,,,,,
W[2119],,DERIVATIVE ACTION,,,,,,
W[2120],,SAMPLE TIME,*10/trs cyc,,,,,
W[2121],,%MAXI CORRECTION,,,,,,
W[2122],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2123],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2124],,STATUS BOUCLE,,,,,,
W[2125],,REFERENCE (0-10000PTS),,,,,,
W[2126],,RATIO,,,,,,
W[2127],,ACCELERATION,pts,,,,,
W[2128],,DECELERATION,pts,,,,,
W[2129],,CORRECTION,,,,,,
W[2130],,MANU SET POINT,,,,,,
W[2131],,STOP RAMP,pts,,,,,
W[2132],,OUTPUT RAMP,pts,,,,,
W[2133],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2134],,SET POINT * RATIO,,,,,,
W[2135],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2136],,OUTPUT SET POINT,,,,,,
W[2137],,MEASURE,,,,,,
W[2138],,FREE,,,,,,
W[2139],,FREE,,,,,,
W[2140],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2141],,PID FILTER OUTPUT,,,,,,
W[2142],,PID FILTER OUTPUT,,,,,,
W[2143],,FREE,,,,,,
W[2144],,FREE,,,,,,
W[2145],,FREE,,,,,,
W[2146],,FREE,,,,,,
W[2147],,FREE,,,,,,
W[2148],,FREE,,,,,,
W[2149],,FREE,,,,,,
W[2150],,SUMMATION SET POINT -DEC,,,,,,
W[2151],,SUMMATION SET POINT +ACC,,,,,,
W[2152],,FREE,,,,,,
W[2153],,FREE,,,,,,
W[2154],,FREE,,,,,,
W[2155],,FREE,,,,,,
W[2156],,FREE,,,,,,
W[2157],,FREE,,,,,,
W[2158],,FREE,,,,,,
W[2159],,FREE,,,,,,
W[2160],,FREE,,,,,,
W[2161],,FREE,,,,,,
W[2162],,FREE,,,,,,
W[2163],,FREE,,,,,,
W[2164],,FREE,,,,,,
W[2165],,FREE,,,,,,
W[2166],,FREE,,,,,,
W[2167],,FREE,,,,,,
W[2168],,FREE,,,,,,
W[2169],,FREE,,,,,,
W[2170],,FREE,,,,,,
W[2171],,FREE,,,,,,
W[2172],,FREE,,,,,,
W[2173],,FREE,,,,,,
W[2174],,FREE,,,,,,
W[2175],,FREE,,,,,,
W[2176],,FREE,,,,,,
W[2177],,FREE,,,,,,
W[2178],,FREE,,,,,,
W[2179],,FREE,,,,,,
W[2180],,FREE,,,,,,
W[2181],,FREE,,,,,,
W[2182],,FREE,,,,,,
W[2183],,FREE,,,,,,
W[2184],,FREE,,,,,,
W[2185],,FREE,,,,,,
W[2186],,FREE,,,,,,
W[2187],,FREE,,,,,,
W[2188],,FREE,,,,,,
W[2189],,FREE,,,,,,
W[2190],,FREE,,,,,,
W[2191],,FREE,,,,,,
W[2192],,FREE,,,,,,
W[2193],,FREE,,,,,,
W[2194],,FREE,,,,,,
W[2195],,FREE,,,,,,
W[2196],,FREE,,,,,,
W[2197],,FREE,,,,,,
W[2198],,FREE,,,,,,
W[2199],,FREE,,,,,,
W[2200],,SETPOINT SECTION SAT1,,,,,,
W[2201],,MEASURE (0-10000 PTS),,,,,,
W[2202],,MEASURE (0-10000 PTS),,,,,,
W[2203],,PROPORTIONAL ACTION BP%,,,,,,
W[2204],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2205],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2206],,DERIVATIVE CORRECTION,,,,,,
W[2207],,DERIVATIVE CORRECTION,,,,,,
W[2208],,GAIN,,,,,,
W[2209],,MEASURE (T-1),,,,,,
W[2210],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2211],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2212],,ORDER-MEASURE = E,,,,,,
W[2213],,ORDER-MEASURE = E,,,,,,
W[2214],,PROPORTIONNAL ACTION,,,,,,
W[2215],,PROPORTIONNAL ACTION,,,,,,
W[2216],,INTEGRAL ACTION,,,,,,
W[2217],,INTEGRAL ACTION,,,,,,
W[2218],,DERIVATIVE ACTION,,,,,,
W[2219],,DERIVATIVE ACTION,*10/trs cyc,,,,,
W[2220],,SAMPLE TIME,,,,,,
W[2221],,%MAXI CORRECTION,,,,,,
W[2222],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2223],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2224],,STATUS BOUCLE,,,,,,
W[2224].12,,"1:SPEED MODE, 0:PRESURE MODE",,,,,,
W[2224].15,,VALIDATION PID,,,,,,
W[2225],,REFERENCE (0-10000PTS),,,,,,
W[2226],,RATIO,,,,,,
W[2227],,ACCELERATION,pts,,,,,
W[2228],,DECELERATION,pts,,,,,
W[2229],,CORRECTION,,,,,,
W[2230],,MANU SET POINT,,,,,,
W[2231],,STOP RAMP,pts,,,,,
W[2232],,OUTPUT RAMP,pts,,,,,
W[2233],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2234],,SET POINT * RATIO,,,,,,
W[2235],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2236],,OUTPUT SET POINT,,,,,,
W[2237],,MEASURE,,,,,,
W[2238],,FREE,,,,,,
W[2239],,FREE,,,,,,
W[2240],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2241],,PID FILTER OUTPUT,,,,,,
W[2242],,PID FILTER OUTPUT,,,,,,
W[2243],,FREE,,,,,,
W[2244],,FREE,,,,,,
W[2245],,FREE,,,,,,
W[2246],,FREE,,,,,,
W[2247],,FREE,,,,,,
W[2248],,FREE,,,,,,
W[2249],,FREE,,,,,,
W[2250],,SUMMATION SET POINT -DEC,,,,,,
W[2251],,SUMMATION SET POINT +ACC,,,,,,
W[2252],,FREE,,,,,,
W[2253],,FREE,,,,,,
W[2254],,FREE,,,,,,
W[2255],,FREE,,,,,,
W[2256],,FREE,,,,,,
W[2257],,FREE,,,,,,
W[2258],,FREE,,,,,,
W[2259],,FREE,,,,,,
W[2260],,FREE,,,,,,
W[2261],,FREE,,,,,,
W[2262],,FREE,,,,,,
W[2263],,FREE,,,,,,
W[2264],,FREE,,,,,,
W[2265],,FREE,,,,,,
W[2266],,FREE,,,,,,
W[2267],,FREE,,,,,,
W[2268],,FREE,,,,,,
W[2269],,FREE,,,,,,
W[2270],,FREE,,,,,,
W[2271],,FREE,,,,,,
W[2272],,FREE,,,,,,
W[2273],,FREE,,,,,,
W[2274],,FREE,,,,,,
W[2275],,FREE,,,,,,
W[2276],,FREE,,,,,,
W[2277],,FREE,,,,,,
W[2278],,FREE,,,,,,
W[2279],,FREE,,,,,,
W[2280],,FREE,,,,,,
W[2281],,FREE,,,,,,
W[2282],,FREE,,,,,,
W[2283],,FREE,,,,,,
W[2284],,FREE,,,,,,
W[2285],,FREE,,,,,,
W[2286],,FREE,,,,,,
W[2287],,FREE,,,,,,
W[2288],,FREE,,,,,,
W[2289],,FREE,,,,,,
W[2290],,FREE,,,,,,
W[2291],,FREE,,,,,,
W[2292],,FREE,,,,,,
W[2293],,FREE,,,,,,
W[2294],,FREE,,,,,,
W[2295],,FREE,,,,,,
W[2296],,FREE,,,,,,
W[2297],,FREE,,,,,,
W[2298],,FREE,,,,,,
W[2299],,FREE,,,,,,
W[2300],,SETPOINT SECTION SAT2,,,,,,
W[2301],,MEASURE (0-10000 PTS),,,,,,
W[2302],,MEASURE (0-10000 PTS),,,,,,
W[2303],,PROPORTIONAL ACTION BP%,,,,,,
W[2304],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2305],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2306],,DERIVATIVE CORRECTION,,,,,,
W[2307],,DERIVATIVE CORRECTION,,,,,,
W[2308],,GAIN,,,,,,
W[2309],,MEASURE (T-1),,,,,,
W[2310],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2311],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2312],,ORDER -MEASURE =E,,,,,,
W[2313],,ORDER -MEASURE =E,,,,,,
W[2314],,PROPORTIONNAL ACTION,,,,,,
W[2315],,PROPORTIONNAL ACTION,,,,,,
W[2316],,INTEGRAL ACTION,,,,,,
W[2317],,INTEGRAL ACTION,,,,,,
W[2318],,DERIVATIVE ACTION,,,,,,
W[2319],,DERIVATIVE ACTION,,,,,,
W[2320],,SAMPLE TIME,*10/trs cyc,,,,,
W[2321],,%MAXI CORRECTION,,,,,,
W[2322],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2323],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2324],,STATUS BOUCLE,,,,,,
W[2325],,REFERENCE (0-10000PTS),,,,,,
W[2326],,RATIO,,,,,,
W[2327],,ACCELERATION,pts,,,,,
W[2328],,DECELERATION,pts,,,,,
W[2329],,CORRECTION,,,,,,
W[2330],,MANU SET POINT,,,,,,
W[2331],,STOP RAMP,pts,,,,,
W[2332],,OUTPUT RAMP,pts,,,,,
W[2333],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2334],,SET POINT * RATIO,,,,,,
W[2335],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2336],,OUTPUT SET POINT,,,,,,
W[2337],,MEASURE,,,,,,
W[2338],,FREE,,,,,,
W[2339],,FREE,,,,,,
W[2340],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2341],,PID FILTER OUTPUT,,,,,,
W[2342],,PID FILTER OUTPUT,,,,,,
W[2343],,FREE,,,,,,
W[2344],,FREE,,,,,,
W[2345],,FREE,,,,,,
W[2346],,FREE,,,,,,
W[2347],,FREE,,,,,,
W[2348],,FREE,,,,,,
W[2349],,FREE,,,,,,
W[2350],,SUMMATION SET POINT -DEC,,,,,,
W[2351],,SUMMATION SET POINT +ACC,,,,,,
W[2352],,FREE,,,,,,
W[2353],,FREE,,,,,,
W[2354],,FREE,,,,,,
W[2355],,FREE,,,,,,
W[2356],,FREE,,,,,,
W[2357],,FREE,,,,,,
W[2358],,FREE,,,,,,
W[2359],,FREE,,,,,,
W[2360],,FREE,,,,,,
W[2361],,FREE,,,,,,
W[2362],,FREE,,,,,,
W[2363],,FREE,,,,,,
W[2364],,FREE,,,,,,
W[2365],,FREE,,,,,,
W[2366],,FREE,,,,,,
W[2367],,FREE,,,,,,
W[2368],,FREE,,,,,,
W[2369],,FREE,,,,,,
W[2370],,FREE,,,,,,
W[2371],,FREE,,,,,,
W[2372],,FREE,,,,,,
W[2373],,FREE,,,,,,
W[2374],,FREE,,,,,,
W[2375],,FREE,,,,,,
W[2376],,FREE,,,,,,
W[2377],,FREE,,,,,,
W[2378],,FREE,,,,,,
W[2379],,FREE,,,,,,
W[2380],,FREE,,,,,,
W[2381],,FREE,,,,,,
W[2382],,FREE,,,,,,
W[2383],,FREE,,,,,,
W[2384],,FREE,,,,,,
W[2385],,FREE,,,,,,
W[2386],,FREE,,,,,,
W[2387],,FREE,,,,,,
W[2388],,FREE,,,,,,
W[2389],,FREE,,,,,,
W[2390],,FREE,,,,,,
W[2391],,FREE,,,,,,
W[2392],,FREE,,,,,,
W[2393],,FREE,,,,,,
W[2394],,FREE,,,,,,
W[2395],,FREE,,,,,,
W[2396],,FREE,,,,,,
W[2397],,FREE,,,,,,
W[2398],,FREE,,,,,,
W[2399],,FREE,,,,,,
W[2400],,SETPOINT SECTION CR,,,,,,
W[2401],,MEASURE (0-10000 PTS),,,,,,
W[2402],,MEASURE (0-10000 PTS),,,,,,
W[2403],,PROPORTIONAL ACTION BP%,,,,,,
W[2404],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2405],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2406],,DERIVATIVE CORRECTION,,,,,,
W[2407],,DERIVATIVE CORRECTION,,,,,,
W[2408],,GAIN,,,,,,
W[2409],,MEASURE (T-1),,,,,,
W[2410],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2411],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2412],,ORDER -MEASURE =E,,,,,,
W[2413],,ORDER -MEASURE =E,,,,,,
W[2414],,PROPORTIONNAL ACTION,,,,,,
W[2415],,PROPORTIONNAL ACTION,,,,,,
W[2416],,INTEGRAL ACTION,,,,,,
W[2417],,INTEGRAL ACTION,,,,,,
W[2418],,DERIVATIVE ACTION,,,,,,
W[2419],,DERIVATIVE ACTION,,,,,,
W[2420],,SAMPLE TIME,*10/trs cyc,,,,,
W[2421],,%MAXI CORRECTION,,,,,,
W[2422],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2423],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2424],,STATUS BOUCLE,,,,,,
W[2425],,REFERENCE (0-10000PTS),,,,,,
W[2426],,RATIO,,,,,,
W[2427],,ACCELERATION,,,,,,
W[2428],,DECELERATION,pts,,,,,
W[2429],,CORRECTION,pts,,,,,
W[2430],,MANU SET POINT,,,,,,
W[2431],,STOP RAMP,pts,,,,,
W[2432],,OUTPUT RAMP,pts,,,,,
W[2433],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2434],,SET POINT * RATIO,,,,,,
W[2435],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2436],,OUTPUT SET POINT,,,,,,
W[2437],,MEASURE,,,,,,
W[2438],,FREE,,,,,,
W[2439],,FREE,,,,,,
W[2440],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2441],,PID FILTER OUTPUT,,,,,,
W[2442],,PID FILTER OUTPUT,,,,,,
W[2443],,FREE,,,,,,
W[2444],,FREE,,,,,,
W[2445],,FREE,,,,,,
W[2446],,FREE,,,,,,
W[2447],,FREE,,,,,,
W[2448],,FREE,,,,,,
W[2449],,FREE,,,,,,
W[2450],,SUMMATION SET POINT -DEC,,,,,,
W[2451],,SUMMATION SET POINT +ACC,,,,,,
W[2452],,FREE,,,,,,
W[2453],,FREE,,,,,,
W[2454],,FREE,,,,,,
W[2455],,FREE,,,,,,
W[2456],,FREE,,,,,,
W[2457],,FREE,,,,,,
W[2458],,FREE,,,,,,
W[2459],,FREE,,,,,,
W[2460],,FREE,,,,,,
W[2461],,FREE,,,,,,
W[2462],,FREE,,,,,,
W[2463],,FREE,,,,,,
W[2464],,FREE,,,,,,
W[2465],,FREE,,,,,,
W[2466],,FREE,,,,,,
W[2467],,FREE,,,,,,
W[2468],,FREE,,,,,,
W[2469],,FREE,,,,,,
W[2470],,FREE,,,,,,
W[2471],,FREE,,,,,,
W[2472],,FREE,,,,,,
W[2473],,FREE,,,,,,
W[2474],,FREE,,,,,,
W[2475],,FREE,,,,,,
W[2476],,FREE,,,,,,
W[2477],,FREE,,,,,,
W[2478],,FREE,,,,,,
W[2479],,FREE,,,,,,
W[2480],,FREE,,,,,,
W[2481],,FREE,,,,,,
W[2482],,FREE,,,,,,
W[2483],,FREE,,,,,,
W[2484],,FREE,,,,,,
W[2485],,FREE,,,,,,
W[2486],,FREE,,,,,,
W[2487],,FREE,,,,,,
W[2488],,FREE,,,,,,
W[2489],,FREE,,,,,,
W[2490],,FREE,,,,,,
W[2491],,FREE,,,,,,
W[2492],,FREE,,,,,,
W[2493],,FREE,,,,,,
W[2494],,FREE,,,,,,
W[2495],,FREE,,,,,,
W[2496],,FREE,,,,,,
W[2497],,FREE,,,,,,
W[2498],,FREE,,,,,,
W[2499],,FREE,,,,,,
W[2500],,SETPOINT SECTION MDO1,,,,,,
W[2501],,MEASURE (0-10000 PTS),,,,,,
W[2502],,MEASURE (0-10000 PTS),,,,,,
W[2503],,PROPORTIONAL ACTION BP%,,,,,,
W[2504],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2505],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2506],,DERIVATIVE CORRECTION,,,,,,
W[2507],,DERIVATIVE CORRECTION,,,,,,
W[2508],,GAIN,,,,,,
W[2509],,MEASURE (T-1),,,,,,
W[2510],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2511],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2512],,ORDER -MEASURE =E,,,,,,
W[2513],,ORDER -MEASURE =E,,,,,,
W[2514],,PROPORTIONNAL ACTION,,,,,,
W[2515],,PROPORTIONNAL ACTION,,,,,,
W[2516],,INTEGRAL ACTION,,,,,,
W[2517],,INTEGRAL ACTION,,,,,,
W[2518],,DERIVATIVE ACTION,,,,,,
W[2519],,DERIVATIVE ACTION,,,,,,
W[2520],,SAMPLE TIME,,,,,,
W[2521],,%MAXI CORRECTION,,,,,,
W[2522],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2523],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2524],,STATUS BOUCLE,,,,,,
W[2525],,REFERENCE (0-10000PTS),,,,,,
W[2526],,RATIO,0/00,,,,,
W[2527],,ACCELERATION,pts,,,,,
W[2528],,DECELERATION,pts,,,,,
W[2529],,CORRECTION,pts,,,,,
W[2530],,MANU SET POINT,,,,,,
W[2531],,STOP RAMP,pts,,,,,
W[2532],,OUTPUT RAMP,pts,,,,,
W[2533],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2534],,SET POINT * RATIO,,,,,,
W[2535],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2536],,OUTPUT SET POINT,,,,,,
W[2537],,MEASURE,,,,,,
W[2538],,FREE,,,,,,
W[2539],,FREE,,,,,,
W[2540],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2541],,PID FILTER OUTPUT,,,,,,
W[2542],,PID FILTER OUTPUT,,,,,,
W[2543],,FREE,,,,,,
W[2544],,FREE,,,,,,
W[2545],,FREE,,,,,,
W[2546],,FREE,,,,,,
W[2547],,FREE,,,,,,
W[2548],,FREE,,,,,,
W[2549],,FREE,,,,,,
W[2550],,SUMMATION SET POINT -DEC,,,,,,
W[2551],,SUMMATION SET POINT +ACC,,,,,,
W[2552],,FREE,,,,,,
W[2553],,FREE,,,,,,
W[2554],,FREE,,,,,,
W[2555],,FREE,,,,,,
W[2556],,FREE,,,,,,
W[2557],,FREE,,,,,,
W[2558],,FREE,,,,,,
W[2559],,FREE,,,,,,
W[2560],,FREE,,,,,,
W[2561],,FREE,,,,,,
W[2562],,FREE,,,,,,
W[2563],,FREE,,,,,,
W[2564],,FREE,,,,,,
W[2565],,FREE,,,,,,
W[2566],,FREE,,,,,,
W[2567],,FREE,,,,,,
W[2568],,FREE,,,,,,
W[2569],,FREE,,,,,,
W[2570],,FREE,,,,,,
W[2571],,FREE,,,,,,
W[2572],,FREE,,,,,,
W[2573],,FREE,,,,,,
W[2574],,FREE,,,,,,
W[2575],,FREE,,,,,,
W[2576],,FREE,,,,,,
W[2577],,FREE,,,,,,
W[2578],,FREE,,,,,,
W[2579],,FREE,,,,,,
W[2580],,FREE,,,,,,
W[2581],,FREE,,,,,,
W[2582],,FREE,,,,,,
W[2583],,FREE,,,,,,
W[2584],,FREE,,,,,,
W[2585],,FREE,,,,,,
W[2586],,FREE,,,,,,
W[2587],,FREE,,,,,,
W[2588],,FREE,,,,,,
W[2589],,FREE,,,,,,
W[2590],,FREE,,,,,,
W[2591],,FREE,,,,,,
W[2592],,FREE,,,,,,
W[2593],,FREE,,,,,,
W[2594],,FREE,,,,,,
W[2595],,FREE,,,,,,
W[2596],,FREE,,,,,,
W[2597],,FREE,,,,,,
W[2598],,FREE,,,,,,
W[2599],,FREE,,,,,,
W[2600],,SETPOINT SECTION MDO2,,,,,,
W[2601],,MEASURE (0-10000 PTS),,,,,,
W[2602],,MEASURE (0-10000 PTS),,,,,,
W[2603],,PROPORTIONAL ACTION BP%,,,,,,
W[2604],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2605],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2606],,DERIVATIVE CORRECTION,,,,,,
W[2607],,DERIVATIVE CORRECTION,,,,,,
W[2608],,GAIN,,,,,,
W[2609],,MEASURE (T-1),,,,,,
W[2610],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2611],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2612],,ORDER -MEASURE =E,,,,,,
W[2613],,ORDER -MEASURE =E,,,,,,
W[2614],,PROPORTIONNAL ACTION,,,,,,
W[2615],,PROPORTIONNAL ACTION,,,,,,
W[2616],,INTEGRAL ACTION,,,,,,
W[2617],,INTEGRAL ACTION,,,,,,
W[2618],,DERIVATIVE ACTION,,,,,,
W[2619],,DERIVATIVE ACTION,,,,,,
W[2620],,SAMPLE TIME,*10/trs cyc,,,,,
W[2621],,%MAXI CORRECTION,,,,,,
W[2622],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2623],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2624],,STATUS BOUCLE,,,,,,
W[2625],,REFERENCE (0-10000PTS),,,,,,
W[2626],,RATIO,,,,,,
W[2627],,ACCELERATION,pts,,,,,
W[2628],,DECELERATION,pts,,,,,
W[2629],,CORRECTION,,,,,,
W[2630],,MANU SET POINT,,,,,,
W[2631],,STOP RAMP,pts,,,,,
W[2632],,OUTPUT RAMP,pts,,,,,
W[2633],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2634],,SET POINT * RATIO,,,,,,
W[2635],,SUMMATION SET POINT + OUTPUT PID,,,,,,
W[2636],,OUTPUT SET POINT,,,,,,
W[2637],,MEASURE,,,,,,
W[2638],,FREE,,,,,,
W[2639],,FREE,,,,,,
W[2640],,SAMPLE TIMER,*10/trs cyc,,,,,
W[2641],,PID FILTER OUTPUT,,,,,,
W[2642],,PID FILTER OUTPUT,,,,,,
W[2643],,FREEFREE,,,,,,
W[2644],,FREE,,,,,,
W[2645],,FREE,,,,,,
W[2646],,FREE,,,,,,
W[2647],,FREE,,,,,,
W[2648],,FREE,,,,,,
W[2649],,FREE,,,,,,
W[2650],,SUMMATION SET POINT -DEC,,,,,,
W[2651],,SUMMATION SET POINT +ACC,,,,,,
W[2652],,FREE,,,,,,
W[2653],,FREE,,,,,,
W[2654],,FREE,,,,,,
W[2655],,FREE,,,,,,
W[2656],,FREE,,,,,,
W[2657],,FREE,,,,,,
W[2658],,FREE,,,,,,
W[2659],,FREE,,,,,,
W[2660],,FREE,,,,,,
W[2661],,FREE,,,,,,
W[2662],,FREE,,,,,,
W[2663],,FREE,,,,,,
W[2664],,FREE,,,,,,
W[2665],,FREE,,,,,,
W[2666],,FREE,,,,,,
W[2667],,FREE,,,,,,
W[2668],,FREE,,,,,,
W[2669],,FREE,,,,,,
W[2670],,FREE,,,,,,
W[2671],,FREE,,,,,,
W[2672],,FREE,,,,,,
W[2673],,FREE,,,,,,
W[2674],,FREE,,,,,,
W[2675],,FREE,,,,,,
W[2676],,FREE,,,,,,
W[2677],,FREE,,,,,,
W[2678],,FREE,,,,,,
W[2679],,FREE,,,,,,
W[2680],,FREE,,,,,,
W[2681],,FREE,,,,,,
W[2682],,FREE,,,,,,
W[2683],,FREE,,,,,,
W[2684],,FREE,,,,,,
W[2685],,FREE,,,,,,
W[2686],,FREE,,,,,,
W[2687],,FREE,,,,,,
W[2688],,FREE,,,,,,
W[2689],,FREE,,,,,,
W[2690],,FREE,,,,,,
W[2691],,FREE,,,,,,
W[2692],,FREE,,,,,,
W[2693],,FREE,,,,,,
W[2694],,FREE,,,,,,
W[2695],,FREE,,,,,,
W[2696],,FREE,,,,,,
W[2697],,FREE,,,,,,
W[2698],,FREE,,,,,,
W[2699],,FREE,,,,,,
W[2700],,SETPOINT SECTION MDO3,,,,,,
W[2701],,MEASURE (0-10000 PTS),,,,,,
W[2702],,MEASURE (0-10000 PTS),,,,,,
W[2703],,PROPORTIONAL ACTION BP%,,,,,,
W[2704],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2705],,INTEGRAL CORRECTION n*1/100MN,,,,,,
W[2706],,DERIVATIVE CORRECTION,,,,,,
W[2707],,DERIVATIVE CORRECTION,,,,,,
W[2708],,GAIN,,,,,,
W[2709],,MEASURE (T-1),,,,,,
W[2710],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2711],,OUTPUT REGULATION (0-10000PTS),,,,,,
W[2712],,ORDER -MEASURE =E,,,,,,
W[2713],,ORDER -MEASURE =E,,,,,,
W[2714],,PROPORTIONNAL ACTION,,,,,,
W[2715],,PROPORTIONNAL ACTION,,,,,,
W[2716],,INTEGRAL ACTION,,,,,,
W[2717],,INTEGRAL ACTION,,,,,,
W[2718],,DERIVATIVE ACTION,,,,,,
W[2719],,DERIVATIVE ACTION,,,,,,
W[2720],,SAMPLE TIME,*10/trs cyc,,,,,
W[2721],,%MAXI CORRECTION,,,,,,
W[2722],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2723],,ORDER FOR REGULATION (0-10000PTS),,,,,,
W[2724],,STATUS BOUCLE,,,,,,
W[2725],,REFERENCE (0-10000PTS),,,,,,
W[2726],,RATIO,,,,,,
W[2727],,ACCELERATION,pts,,,,,
W[2728],,DECELERATION,pts,,,,,
W[2729],,CORRECTION,,,,,,
W[2730],,MANU SET POINT,,,,,,
W[2731],,STOP RAMP,pts,,,,,
W[2732],,OUTPUT RAMP,pts,,,,,
W[2733],,SUMMATION SET POINT + OTHER SET POINT,,,,,,
W[2734],,SET POINT * RATIO,,,,,,
