PLC ADR,ALIAS TO ,DESCRIPTION,UNIT,,,,,
W[438] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[439] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[440] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[441] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[442] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[443] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[444] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[445] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[446] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[447] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[448] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[449] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[450] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[451] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[452] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[453] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[454] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[455] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[456] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[457] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[458] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[459] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[460],,SEND WORDS FOR XBT1 TXT5,,,,,,
W[461] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[462] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[463] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[464] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[465] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[466] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[467] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[468] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[469] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[470],,SEND WORDS FOR XBT1 TXT5,,,,,,
W[471] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[472] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[473] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[474] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[475] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[476] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[477] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[478] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[479] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[480],,SEND WORDS FOR XBT1 TXT5,,,,,,
W[481] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[482] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[483] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[484] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[485] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[486] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[487] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[488] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[489] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[490],,SEND WORDS FOR XBT1 TXT5,,,,,,
W[491] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[492] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[493] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[494] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[495] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[496] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[497] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[498] ,,SEND WORDS FOR XBT1 TXT5,,,,,,
W[499],,SEND WORDS FOR XBT1 TXT5,,,,,,
W[500],,SR5 WORK,,,,,,
W[501],,SR5 WORK,,,,,,
W[502],,SR5 WORK,,,,,,
W[503],,SR5 WORK,,,,,,
W[504],,SR5 WORK,,,,,,
W[505],,SR5 WORK,,,,,,
W[506],,SR5 WORK,,,,,,
W[507],,SR5 WORK,,,,,,
W[508],,SR5 WORK,,,,,,
W[509],,SR5 WORK,,,,,,
W[510],,"CLOCK FOR PARTITION 1,2,3,4",,,,,,
W[511],,SEQUENCE ESC V $,,,,,,
W[512],,CLOCK FOR MESSAGES NP,,,,,,
W[513],,POINTEUR MESSAGES NP,,,,,,
W[514],,ADRESS WORDS IN CW,,,,,,
W[515],,ADDRESS MESSAGES NP IN CW,,,,,,
W[516],,ADDRESS FOR PAGE IN W,,,,,,
W[517],,FREE,,,,,,
W[518],,COMMANDE LEDS,,,,,,
W[519],,COMMANDE MESSAGES,,,,,,
W[520],,FREE,,,,,,
W[521],,FREE,,,,,,
W[522],,COMMANDE LEDS (T-1),,,,,,
W[523],,FREE,,,,,,
W[524],,FREE,,,,,,
W[525],,ACTUAL PAGE NUMBER,,,,,,
W[526],,NEXT PAGE NUMBER  F42,,,,,,
W[527],,FREE,,,,,,
W[528],,DIALOGUE INCREMENT,,,,,,
W[529],,FREE,,,,,,
W[530],,FREE,,,,,,
W[531],,FREE,,,,,,
W[532],,FREE,,,,,,
W[533],,FREE,,,,,,
W[534],,(KEY + PAGE) NUMBER,,,,,,
W[535],,LEDS CLOCK,,,,,,
W[536],,LEDS CLOCK,,,,,,
W[537],,FREE,,,,,,
W[538],,RUN/STOP PLC,,,,,,
W[539],,FREE,,,,,,
W[540],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[541],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[542],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[543],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[544],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[545],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[546],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[547],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[548],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[549],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[550],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[551],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[552],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[553],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[554],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[555],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[556],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[557],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[558],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[559],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[560],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[561],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[562],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[563],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[564],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[565],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[566],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[567],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[568],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[569],,RECEIVE WORDS FROM XBT2 TXT6,,,,,,
W[570],,TIME OUT,,,,,,
W[571],,NUMBER OF RECEIVE WORDS,,,,,,
W[572],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[573],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[574],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[575],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[576],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[577],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[578],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[579],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[580],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[581],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[582],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[583],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[584],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[585],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[586],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[587],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[588],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[589],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[590],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[591],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[592],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[593],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[594],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[595],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[596],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[597],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[598],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[599],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[600],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[698],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[699],,SEND WORDS FOR XBT2 TXT6,,,,,,
W[700],,SR6 WORK,,,,,,
W[701],,SR6 WORK,,,,,,
W[702],,SR6 WORK,,,,,,
W[703],,SR6 WORK,,,,,,
W[704],,SR6 WORK,,,,,,
W[705],,SR6 WORK,,,,,,
W[706],,SR6 WORK,,,,,,
W[707],,SR6 WORK,,,,,,
W[708],,SR6 WORK,,,,,,
W[709],,SR6 WORK,,,,,,
W[710],,"CLOCK FOR PARTITION 1,2,3,4",,,,,,
W[711],,SEQUENCE ESC V $$,,,,,,
W[712],,CLOCK FOR MESSAGES NP,,,,,,
W[713],,POINTEUR MESSAGES NP,,,,,,
W[714],,ADDRESS WORDS IN CW,,,,,,
W[715],,ADDRESS MESSAGES NP IN CW,,,,,,
W[716],,ADDRESS FOR PAGE IN W,,,,,,
W[717],,FREE,,,,,,
W[718],,COMMANDE LEDS,,,,,,
W[719],,COMMANDE MESSAGES,,,,,,
W[720],,FREE,,,,,,
W[721],,FREE,,,,,,
W[722],,COMMANDE LEDS (T-1),,,,,,
W[723],,FREE,,,,,,
W[724],,FREE,,,,,,
W[725],,ACTUAL PAGE NUMBER  F55,,,,,,
W[726],,NEXT PAGE NUMBER,,,,,,
W[727],,FREE,,,,,,
W[728],,DIALOGUE INCREMENT,,,,,,
W[729],,FREE,,,,,,
W[730],,FREE,,,,,,
W[731],,FREE,,,,,,
W[732],,FREE,,,,,,
W[733],,FREE,,,,,,
W[734],,(KEY + PAGE) NUMBER,,,,,,
W[735],,LEDS CLOCK,,,,,,
W[736],,LEDS CLOCK,,,,,,
W[737],,FREE,,,,,,
W[738],,RUN/STOP PLC,,,,,,
W[739],,FREE,,,,,,
W[740],,FREE,,,,,,
W[741],,FREE,,,,,,
W[742],,FREE,,,,,,
W[743],,FREE,,,,,,
W[744],,FREE,,,,,,
W[745],,FREE,,,,,,
W[746],,FREE,,,,,,
W[747],,FREE,,,,,,
W[748],,FREE,,,,,,
W[749],,FREE,,,,,,
W[750],,INCREMENT FOR SR12,,,,,,
W[751],,WORK SR12,,,,,,
W[752],,WORK SR12,,,,,,
W[753],,WORK SR12,,,,,,
W[754],,#0 IF VALUE <0,,,,,,
W[755],,#0 IF VALUE >10000,,,,,,
W[756],,FREE,,,,,,
W[757],,FREE,,,,,,
W[758],,FREE,,,,,,
W[759],,FREE,,,,,,
W[760],,SET POINT PRESSURE EXT1 BEFORE TRAITEMENT,,,,,,
W[761],,SET POINT PRESSURE EXT2 BEFORE TRAITEMENT,,,,,,
W[762],,SET POINT PRESSURE SAT1 BEFORE TRAITEMENT,,,,,,
W[763],,SET POINT PRESSURE SAT2 BEFORE TRAITEMENT,,,,,,
W[764],,SET POINT SPEED EXT2 BEFORE TRAITEMENT,,,,,,
W[765],,SET POINT SPEED EXT1 BEFORE TRAITEMENT,,,,,,
W[766],,SET POINT SPEED SAT2 BEFORE TRAITEMENT,,,,,,
W[767],,SET POINT SPEED CR BEFORE TRAITEMENT,,,,,,
W[768],,FRICTION EXT1/EXT2 BEFORE TRAITEMENT,,,,,,
W[769],,FREE,,,,,,
W[770],,SET POINT PRESSURE EXT1 AFTER TRAITEMENT,0-10000pts,,,,,
W[771],,SET POINT PRESSURE EXT2 AFTER TRAITEMENT,0-10000pts,,,,,
W[772],,SET POINT PRESSURE SAT1 AFTER TRAITEMENT,0-10000pts,,,,,
W[773],,SET POINT PRESSURE SAT2 AFTER TRAITEMENT,0-10000pts,,,,,
W[774],,SET POINT SPEED EXT2 AFTER TRAITEMENT,0-10000pts,,,,,
W[775],,SET POINT SPEED SAT1 AFTER TRAITEMENT,0-10000pts,,,,,
W[776],,SET POINT SPEED SAT2 AFTER TRAITEMENT,0-10000pts,,,,,
W[777],,SET POINT SPEED CR AFTER TRAITEMENT,0-10000pts,,,,,
W[778],,FRICTION EXT/EXT2 AFTER TRAITEMENT,0/00,,,,,
W[779],,FRICTION MDO1/CR,0/00,,,,,
W[780],,FRICTION TDO/MDO3,0/00,,,,,
W[781],,FRICTION PRS1/TDO,0/00,,,,,
W[782],,FRICTION PRS2/PRS1,0/00,,,,,
W[783],,INTRO STRETCHING MDO2/MDO1,0/00,,,,,
W[784],,INTRO STRETCHING MDO3/MDO2,0/00,,,,,
W[785],,LOW STRETCHING MDO2/MDO1,0/00,,,,,
W[786],,LOW STRETCHING MDO3/MDO2,0/00,,,,,
W[787],,PROD STRETCHING MDO2/MDO1,0/00,,,,,
W[788],,PROD STRETCHING MDO3/MDO2,0/00,,,,,
W[789],,SET POINT GAUGE MDO3 /TDO,0-10000pts,,,,,
W[790],,SET POINT SPEED MDO1 AFTER TRAITEMENT,0-10000pts,,,,,
W[791],,FREE,,,,,,
W[792],,FREE,,,,,,
W[793],,FREE,,,,,,
W[794],,FREE,,,,,,
W[795],,FREE,,,,,,
W[796],,READ OR WRITE,,,,,,
W[797],,"CODE (1,3) OR (2)",,,,,,
W[798],,ADDRESS FIRST WORDS READ OR WRITE,,,,,,
W[799],,NUMBER OF WORDS READ OR WRITE,,,,,,
W[800],,RECEIVE WORDS FROM SUPERVISOR,,,,,,
W[801],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[802],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[803],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[804],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[805],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[806],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[807],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[808],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[809],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[810],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[811],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[812],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[813],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[814],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[815],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[816],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[817],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[818],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[819],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[820],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[821],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[822],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[823],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[824],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[825],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[826],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[827],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[828],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[829],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[830],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[831],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[832],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[833],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[834],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[835],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[836],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[837],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[838],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[839],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[840],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[841],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[842],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[843],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[844],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[845],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[846],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[847],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[848],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[849],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[850],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[851],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[852],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[853],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[854],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[855],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[856],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[857],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[858],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[859],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[860],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[861],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[862],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[863],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[864],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[865],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[866],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[867],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[868],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[869],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[870],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[871],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[872],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[873],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[874],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[875],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[876],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[877],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[878],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[879],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[880],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[881],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[882],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[883],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[884],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[885],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[886],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[887],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[888],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[889],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[890],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[891],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[892],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[893],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[894],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[895],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[896],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[897],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[898],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[899],,RECEIVE WORDS FROMSUPERVISOR,,,,,,
W[900],,SEND WORDS FOR SUPERVISOR,,,,,,
W[901],,SEND WORDS FOR SUPERVISOR,,,,,,
W[902],,SEND WORDS FOR SUPERVISOR,,,,,,
W[903],,SEND WORDS FOR SUPERVISOR,,,,,,
W[904],,SEND WORDS FOR SUPERVISOR,,,,,,
W[905],,SEND WORDS FOR SUPERVISOR,,,,,,
W[906],,SEND WORDS FOR SUPERVISOR,,,,,,
W[907],,SEND WORDS FOR SUPERVISOR,,,,,,
W[908],,SEND WORDS FOR SUPERVISOR,,,,,,
W[909],,SEND WORDS FOR SUPERVISOR,,,,,,
W[910],,SEND WORDS FOR SUPERVISOR,,,,,,
W[911],,SEND WORDS FOR SUPERVISOR,,,,,,
W[912],,SEND WORDS FOR SUPERVISOR,,,,,,
W[913],,SEND WORDS FOR SUPERVISOR,,,,,,
W[914],,SEND WORDS FOR SUPERVISOR,,,,,,
W[915],,SEND WORDS FOR SUPERVISOR,,,,,,
W[916],,SEND WORDS FOR SUPERVISOR,,,,,,
W[917],,SEND WORDS FOR SUPERVISOR,,,,,,
W[918],,SEND WORDS FOR SUPERVISOR,,,,,,
W[919],,SEND WORDS FOR SUPERVISOR,,,,,,
W[920],,SEND WORDS FOR SUPERVISOR,,,,,,
W[921],,SEND WORDS FOR SUPERVISOR,,,,,,
W[922],,SEND WORDS FOR SUPERVISOR,,,,,,
W[923],,SEND WORDS FOR SUPERVISOR,,,,,,
W[924],,SEND WORDS FOR SUPERVISOR,,,,,,
W[925],,SEND WORDS FOR SUPERVISOR,,,,,,
W[926],,SEND WORDS FOR SUPERVISOR,,,,,,
W[927],,SEND WORDS FOR SUPERVISOR,,,,,,
W[928],,SEND WORDS FOR SUPERVISOR,,,,,,
W[929],,SEND WORDS FOR SUPERVISOR,,,,,,
W[930],,SEND WORDS FOR SUPERVISOR,,,,,,
W[931],,SEND WORDS FOR SUPERVISOR,,,,,,
W[932],,SEND WORDS FOR SUPERVISOR,,,,,,
W[933],,SEND WORDS FOR SUPERVISOR,,,,,,
W[934],,SEND WORDS FOR SUPERVISOR,,,,,,
W[935],,SEND WORDS FOR SUPERVISOR,,,,,,
W[936],,SEND WORDS FOR SUPERVISOR,,,,,,
W[937],,SEND WORDS FOR SUPERVISOR,,,,,,
W[938],,SEND WORDS FOR SUPERVISOR,,,,,,
W[939],,SEND WORDS FOR SUPERVISOR,,,,,,
W[940],,SEND WORDS FOR SUPERVISOR,,,,,,
W[941],,SEND WORDS FOR SUPERVISOR,,,,,,
W[942],,SEND WORDS FOR SUPERVISOR,,,,,,
W[943],,SEND WORDS FOR SUPERVISOR,,,,,,
W[944],,SEND WORDS FOR SUPERVISOR,,,,,,
W[945],,SEND WORDS FOR SUPERVISOR,,,,,,
W[946],,SEND WORDS FOR SUPERVISOR,,,,,,
W[947],,SEND WORDS FOR SUPERVISOR,,,,,,
W[948],,SEND WORDS FOR SUPERVISOR,,,,,,
W[949],,SEND WORDS FOR SUPERVISOR,,,,,,
W[950],,SEND WORDS FOR SUPERVISOR,,,,,,
W[951],,SEND WORDS FOR SUPERVISOR,,,,,,
W[952],,SEND WORDS FOR SUPERVISOR,,,,,,
W[953],,SEND WORDS FOR SUPERVISOR,,,,,,
W[954],,SEND WORDS FOR SUPERVISOR,,,,,,
W[955],,SEND WORDS FOR SUPERVISOR,,,,,,
W[956],,SEND WORDS FOR SUPERVISOR,,,,,,
W[957],,SEND WORDS FOR SUPERVISOR,,,,,,
W[958],,SEND WORDS FOR SUPERVISOR,,,,,,
W[959],,SEND WORDS FOR SUPERVISOR,,,,,,
W[960],,SEND WORDS FOR SUPERVISOR,,,,,,
W[961],,SEND WORDS FOR SUPERVISOR,,,,,,
W[962],,SEND WORDS FOR SUPERVISOR,,,,,,
W[963],,SEND WORDS FOR SUPERVISOR,,,,,,
W[964],,SEND WORDS FOR SUPERVISOR,,,,,,
W[965],,SEND WORDS FOR SUPERVISOR,,,,,,
W[966],,SEND WORDS FOR SUPERVISOR,,,,,,
W[967],,SEND WORDS FOR SUPERVISOR,,,,,,
W[968],,SEND WORDS FOR SUPERVISOR,,,,,,
W[969],,SEND WORDS FOR SUPERVISOR,,,,,,
W[970],,SEND WORDS FOR SUPERVISOR,,,,,,
W[971],,SEND WORDS FOR SUPERVISOR,,,,,,
W[972],,SEND WORDS FOR SUPERVISOR,,,,,,
W[973],,SEND WORDS FOR SUPERVISOR,,,,,,
W[974],,SEND WORDS FOR SUPERVISOR,,,,,,
W[975],,SEND WORDS FOR SUPERVISOR,,,,,,
W[976],,SEND WORDS FOR SUPERVISOR,,,,,,
W[977],,SEND WORDS FOR SUPERVISOR,,,,,,
W[978],,SEND WORDS FOR SUPERVISOR,,,,,,
W[979],,SEND WORDS FOR SUPERVISOR,,,,,,
W[980],,SEND WORDS FOR SUPERVISOR,,,,,,
W[981],,SEND WORDS FOR SUPERVISOR,,,,,,
W[982],,SEND WORDS FOR SUPERVISOR,,,,,,
W[983],,SEND WORDS FOR SUPERVISOR,,,,,,
W[984],,SEND WORDS FOR SUPERVISOR,,,,,,
W[985],,SEND WORDS FOR SUPERVISOR,,,,,,
W[986],,SEND WORDS FOR SUPERVISOR,,,,,,
W[987],,SEND WORDS FOR SUPERVISOR,,,,,,
W[988],,SEND WORDS FOR SUPERVISOR,,,,,,
W[989],,SEND WORDS FOR SUPERVISOR,,,,,,
W[990],,SEND WORDS FOR SUPERVISOR,,,,,,
W[991],,SEND WORDS FOR SUPERVISOR,,,,,,
W[992],,SEND WORDS FOR SUPERVISOR,,,,,,
W[993],,SEND WORDS FOR SUPERVISOR,,,,,,
W[994],,SEND WORDS FOR SUPERVISOR,,,,,,
W[995],,SEND WORDS FOR SUPERVISOR,,,,,,
W[996],,SEND WORDS FOR SUPERVISOR,,,,,,
W[997],,SEND WORDS FOR SUPERVISOR,,,,,,
W[998],,SEND WORDS FOR SUPERVISOR,,,,,,
W[999],,SEND WORDS FOR SUPERVISOR,,,,,,
W[1000],,DIGITALS OUTPUT,,,,,,
W[1000].0,,START ORDER EXT1,"40002, 0",,,,,
W[1000].1,,START ORDER EXT2,"40002, 1",,,,,
W[1000].2,,START ORDER SAT1,"40002, 2",,,,,
W[1000].3,,START ORDER SAT2,"40002, 3",,,,,
W[1000].4,,START ORDER CR,"40002, 4",,,,,
W[1000].5,,FREE,"40002, 5",,,,,
W[1000].6,,FREE,"40002, 6",,,,,
W[1000].7,,FREE,"40002, 7",,,,,
W[1000].8,,FREE,"40002, 8",,,,,
