,F13 I/O LIST,,
,,,
,F13\INPUTBIT.DOC,,
I/O,DESCRIPTION,SYMBOL,PAGE #
WORD,,,(DRAW')
"I95,4",NIP ROLL 1 IN POS.                       MDO,ZSH1404-07,86
"I95,5",NIP ROLL 2 IN POS.                       MDO,ZSH1404-08,86
"I95,6",NIP ROLL 2 IN POS.                       MDO,ZSH1404-09,86
"I95,7",NIP ROLL 3 IN POS.                       MDO,ZSH1404-10,86
"I95,8",NIP ROLL 3 IN POS.                       MDO,ZSH1404-11,87
"I95,9",PRESS ROLL INLET IN POS.                 MDO,ZSH1404-12,87
"I95,A",PRESS ROLL INLET IN POS.                 MDO,ZSH1404-13,87
"I95,B",PRESS ROLL OUTLET IN POS.                MDO,ZSH1404-14,87
"I95,C",PRESS ROLL OUTLET IN POS.                MDO,ZSH1404-15,87
"I95,D",PRS WEB BREAK                            PRS,,87
"I95,E",PRS WEB BREAK                            PRS,,87
"I95,F",PRS WEB BREAK                            PRS,,87
,,,
"I96,0",CHROMED ROLL - RETRACT                   F32,,90
"I96,1",C. R. WATER REMOVAL - START              F32,,90
"I96,2",C. R. WATER REMOVAL - STOP               F32,,90
"I96,3","FILM WATER REMOVAL - START, 1            F32",,90
"I96,4","FILM WATER REMOVAL - STOP, 1             F32",,90
"I96,5","FILM WATER REMOVAL - START, 2            F32",,90
"I96,6","FILM WATER REMOVAL - STOP, 2             F32",,90
"I96,7",WATER BATH LEVEL - ON                    F32,90S32,90
"I96,8",WATER BATH LEVEL - AUTO                  F32,90S32,91
"I96,9",C. R. STOP                               F32,,91
"I96,A",INST. AIR START (NO USE)                 F32,,91
"I96,B",INST. AIR STOP (NO USE)                  F32,,91
"I96,C",TEST LAMPS                               F32,,91
"I96,D",(FREE),,91
"I96,E",(FREE),,91
"I96,F",(FREE),,91
,,,
"I97,0",STRETCHING ROLL 1 - UP,,94
"I97,1",STRETCHING ROLL 1 - DOWN,,94
"I97,2",STRETCHING ROLL 2 - UP                   F42,,94
"I97,3",STRETCHING ROLL 2 - DOWN                 F42,,94
"I97,4",STRETCHING ROLL 3 - UP                   F42,,94
"I97,5",STRETCHING ROLL 3 - DOWN                 F42,,94
"I97,6",GENERAL STRETCHING ROLL - UP             F42,,94
"I97,7",GENERAL STRETCHING ROLL - DOWN           F42,,94
"I97,8",FILM <> 60 MICRO-M                       F42,,95
"I97,9",WEB BREAK DETECTOR MDO                   F42,,95
"I97,A",MDO STOP                                 F42,,95
"I97,B",(FREE),,95
"I97,C",LAMPS TEST                               F42,,95
"I97,D",(FREE),,95
"I97,E",(FREE),,95
"I97,F",(FREE),,95
,,,
"IA0,0",AUX. WINDER 2 MOTOR - START              F46,,97
"IA0,1",AUX. WINDER 2 MOTOR - STOP               F46,,97
"IA0,2",AUX. WINDER 2 SPINDLE - ENGAGE           F46,,97
"IA0,3",AUX. WINDER 2 SPINDLE - RETRACT          F46,,97
"IA0,4",AUX. WINDER 2 FOOT SWITCH                F46,,97
"IA0,5",AUX. WINDER 1 MOTOR - START              F36,,97
"IA0,6",AUX. WINDER 1 MOTOR - STOP               F36,,97
"IA0,7",AUX. WINDER 1 SPINDLE - ENGAGE           F36,,97
"IA0,8",AUX. WINDER 1 SPINDLE - RETRACT          F36,,98
"IA0,9",AUX. WINDER 1 FOOT SWITCH                F36,,98
"IA0,A",AUX. WINDER 3 WEB BREAK BYPASS           F70,,98
"IA0,B",TDO DEFECT TO F13 SHUT OFF BLOWER        F50,,98
"IA0,C",CLIPS OPENING/CLOSING                    F50,,98
"IA0,D",CHAIN TENSION START                      F50,,98
"IA0,E",CHAIN TENSION STOP                       F50,,98
"IA0,F",TDO STOP                                 F50,,98
,,,
"IA1,0",VACUUM ROLL 1 - START                    F55,,101
"IA1,1",VACUUM ROLL 1 - STOP                     F55,,101
"IA1,2",WEB BREAK PRS BYPASS / ON                F55,,101
"IA1,3",OZONE EXHAUST FAN 1 - START              F55,,101
"IA1,4",OZONE EXHAUST FAN 1 - STOP               F55,,101
"IA1,5",OZONE EXHAUST FAN 2 - START              F55,,101
"IA1,6",OZONE EXHAUST FAN 2 - STOP               F55,,101
"IA1,7",OZONE EXHAUST FAN 3 - START              F55,,101
"IA1,8",OZONE EXHAUST FAN 3 - STOP               F55,,102
"IA1,9",VACUUM ROLL 2 - START                    F55,,102
"IA1,A",VACUUM ROLL 2 - STOP                     F55,,102
"IA1,B",NIP ROLL FOR CORONA #1 - ENGAGE          F55,,102
"IA1,C",NIP ROLL FOR CORONA #1 - RETRACT         F55,,102
"IA1,D",COR. ELECTRODE 1 ENGAGE                  F55,,102
"IA1,E",COR. ELECTRODE 1 RETRACT                 F55,,102
"IA1,F",NIP ROLL FOR CORONA #3 - ENGAGE          F55,,102
,,,
"IA2,0",NIP ROLL FOR CORONA #1 - ENGAGE          F56,,105
"IA2,1",NIP ROLL FOR CORONA #1 - RETRACT         F56,,105
"IA2,2",NIP ROLL FOR CORONA #3 - ENGAGE          F56,,105
"IA2,3",NIP ROLL FOR CORONA #3 - RETRACT         F56,,105
"IA2,4",SPREADER ROLL 2 ENGAGE                   F56,,105
"IA2,5",SPREADER ROLL 2 RETRACT                  F56,,105
"IA2,6",SPREADER ROLL 3 ENGAGE                   F56,,105
"IA2,7",SPREADER ROLL 3 RETRACT                  F56,,105
"IA2,8",OP. SPREADER ROLL 2 ENGAGE               F66,,106
"IA2,9",OP. SPREADER ROLL 2 RETRACT              F66,,106
"IA2,A",DRIVE SPREADER ROLL 2 ENGAGE             F66,,106
"IA2,B",DRIVE SPREADER ROLL 2 RETRACT            F66,,106
"IA2,C",OP. SPREADER ROLL 3 ENGAGE               F68,,106
"IA2,D",OP. SPREADER ROLL 3 RETRACT              F68,,106
"IA2,E",DRIVE SPREADER ROLL 3 ENGAGE             F68,,106
"IA2,F",DRIVE SPREADER ROLL 3 RETRACT            F68,,106
,,,
"IA3,0",BURNER 1 ON                             F151,,109
"IA3,1",BURNER 1 DEFECT                         F151,,109
"IA3,2",BURNER 2 ON                             F152,,109
"IA3,3",BURNER 2 DEFECT                         F152,,109
"IA3,4",BURNER 3 ON                             F153,,109
"IA3,5",BURNER 3 DEFECT                         F153,,109
"IA3,6",BURNER 4 ON                             F154,,109
"IA3,7",BURNER 4 DEFECT                         F154,,109
"IA3,8",BURNER 5 ON                             F155,,110
"IA3,9",BURNER 5 DEFECT                         F155,,110
"IA3,A",BURNER 6 ON                             F156,,110
"IA3,B",BURNER 6 DEFECT                         F156,,110
"IA3,C",BURNER 7 ON                             F157,,110
"IA3,D",BURNER 7 DEFECT                         F157,,110
"IA3,E",BURNER 8 ON                             F158,,110
"IA3,F",BURNER 8 DEFECT                         F158,,110
,,,
"IA4,0",BURNER 17 ON                            F167,,113
"IA4,1",BURNER 17 DEFECT                        F167,,113
"IA4,2",BURNER 18 ON                            F168,,113
"IA4,3",BURNER 18 DEFECT                        F168,,113
"IA4,4",BURNER 19 ON                            F169,,113
"IA4,5",BURNER 19 DEFECT                        F169,,113
"IA4,6",BURNER 20 ON                            F170,,113
"IA4,7",BURNER 20 DEFECT                        F170,,113
"IA4,8",RELEASE DEFECT                           F12,,114
"IA4,9",RELEASE KLAXON (ALARM)                   F12,,114
"IA4,A","UP TO SPEED FOR TREATERS FROM F16 (075,A) - XEO2",,114
"IA4,B",CORONA A DEFECT,,114
"IA4,C",(FREE)  INTRO STRETCH SIGNAL FOR PRS BARRIER,,114
"IA4,D",(FREE)  LOW STRETCH SIGNAL FOR PRS BARRIER ,,114
"IA4,E",CORONA B DEFECT,,114
"IA4,F",(FREE),,114
,,,
"IA5,0","UP TO SPEED FOR TREATERS FROM F16 (075,A) - XE01",,117
"IA5,1",(FREE),,117
"IA5,2",(FREE),,117
"IA5,3",(FREE),,117
"IA5,4",(FREE),,117
"IA5,5",(FREE),,117
"IA5,6",(FREE),,117
"IA5,7",(FREE),,117
"IA5,8",(FREE),,118
"IA5,9",(FREE),,118
"IA5,A",(FREE),,118
"IA5,B",(FREE),,118
"IA5,C",(FREE),,118
"IA5,D",(FREE),,118
"IA5,E",(FREE),,118
"IA5,F",(FREE),,118
,,,
"IA7,0",C. R. RUNNING                            F16,,125
"IA7,1",MDO 1 RUNNING                            F16,,125
"IA7,2",MDO 2 RUNNING                            F16,,125
"IA7,3",MDO 3 RUNNING                            F16,,125
"IA7,4",TDO RUNNING                              F16,,125
"IA7,5",PRS 1 RUNNING                            F16,,125
"IA7,6",PRS 2 RUNNING                            F16,,125
"IA7,7",AUX. 1 RUNNING                           F16,,125
"IA7,8",AUX. 2 RUNNING                           F16,,126
"IA7,9",AUX. WINDER RUNNING                      F16,,126
"IA7,A",PRODUCTION STRETCHING                    F16,,126
"IA7,B",C. R. ROTATION                           F16,,126
"IA7,C",MDO 1 ROTATION                           F16,,126
"IA7,D",MDO 2 ROTATION                           F16,,126
"IA7,E",MDO 3 ROTATION                           F16,,126
"IA7,F",TDO ROTATION                             F16,,126
,,,
"IB0,0",AIR ON CLIPS - ON,,99
"IB0,1",AIR ON CLIPS - AUTO,,99
"IB0,2",TDO STOP                                 F52,,99
"IB0,3",TDO STOP                                 F53,,99
"IB0,4",OP. TRIM NIP ROLL ENGAGE                 F62,,99
"IB0,5",OP. NIP ROLL RETRACT                     F62,,99
"IB0,6",DRIVE NIP ROLL ENGAGE                    F62,,99
"IB0,7",DRIVE NIP ROLL RETRACT                   F62,,99
"IB0,8",OP. KNIFE - ENGAGE                       F62,,100
"IB0,9",OP. KNIFE - RETRACT                      F62,,100
"IB0,A",DRIVE KNIFE - ENGAGE                     F62,,100
"IB0,B",DRIVE KNIFE - RETRACT                    F62,,100
"IB0,C",OP. SPREADER ROLL 1 ENGAGE               F62,,100
"IB0,D",OP. SPREADER ROLL 1 RETRACT              F62,,100
"IB0,E",DRIVE SPREADER ROLL 1 ENGAGE             F62,,100
"IB0,F",DRIVE SPREADER ROLL 1 RETRACT            F62,,100
,,,
"IB1,0",NIP ROLL FOR CORONA #3 - RETRACT         F55,,103
"IB1,1",COR. ELECTRODE 3 ENGAGE                  F55,,103
"IB1,2",COR. ELECTRODE 3 RETRACT                 F55,,103
"IB1,3",COR. ELECTRODE 2 ENGAGE                  F55,,103
"IB1,4",COR. ELECTRODE 2 RETRACT                 F55,,103
"IB1,5",PRS STOP                                 F55,,103
"IB1,6",(FREE),,103
"IB1,7",LAMPS TEST                               F55,,103
"IB1,8",WEB BREAK TDO BYPASS / ON                F55,,104
"IB1,9",INDEPENDENT MODE PRS - CORONA TREATERS,,104
"IB1,A",(FREE),,104
"IB1,B",(FREE),,104
"IB1,C",(FREE),,104
