PLC ADD,Comment,,Unit ,
DW40,CTM CARD TURRET POSITION NOW VALUE ,,,
DW118,LENGTH (MEASURED),,,
DW170,TENSION OF WINDING ROLL  ,,,
DW172,LENGTH MEASURED CALL WORD,,,
DW174,THICKNESS (ENTERED VALUE),,,
DW176,DIAMETER VALUE FOR DENSITY CALC,,,
DW178,DIAMETER NOW VALUE,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
