,FIX-DMACS DIGITAL OUTPUT/INPUT BITS,
,,
W 4930 1,DIFAE 101,DEFECT OF SAT EXT1 HEATER
W 4930 2,DIFAE 102,DEFECT OF SAT EXT1 HEATER
W 4930 3,DIFAE 103,DEFECT OF SAT EXT1 HEATER
W 4930 4,DIFAE 104,DEFECT OF SAT EXT1 HEATER
W 4930 5,DIFAE 105,DEFECT OF SAT EXT1 HEATER
W 4930 6,DIFAE 106,DEFECT OF SAT EXT1 HEATER
W 4930 7,DIFAE 107,DEFECT OF SAT EXT1 HEATER
W 4930 8,DIFAE 108,DEFECT OF SAT EXT1 HEATER
W 4930 9,,
W 4930 A,DIFAE 110,DEFECT OF SAT EXT2 HEATER
W 4930 B,DIFAE 111,DEFECT OF SAT EXT2 HEATER
W 4930 C,DIFAE 112,DEFECT OF SAT EXT2 HEATER
W 4930 D,DIFAE 113,DEFECT OF SAT EXT2 HEATER
W 4930 E,DIFAE 114,DEFECT OF SAT EXT2 HEATER
W 4930 F,DIFAE 115,DEFECT OF SAT EXT2 HEATER
,,
W 4931 0,DIFAE 116,DEFECT OF SAT EXT2 HEATER
W 4931 1,DIFAE 117,DEFECT OF SAT EXT2 HEATER
W 4931 2,DIFAE 118,DEFECT OF SAT EXT2 HEATER
W 4931 3,,
W 4931 4,DIFAE 120,DEFECT OF MAIN EXT1 HEATER
W 4931 5,DIFAE 121,DEFECT OF MAIN EXT1 HEATER
W 4931 6,DIFAE 122,DEFECT OF MAIN EXT1 HEATER
W 4931 7,DIFAE 123,DEFECT OF MAIN EXT1 HEATER
W 4931 8,DIFAE 124,DEFECT OF MAIN EXT1 HEATER
W 4931 9,DIFAE 125,DEFECT OF MAIN EXT1 HEATER
W 4931 A,DIFAE 126,DEFECT OF MAIN EXT1 HEATER
W 4931 B,DIFAE 127,DEFECT OF MAIN EXT1 HEATER
W 4931 C,DIFAE 128,DEFECT OF MAIN EXT1 COOLING PUMP
W 4931 D,,
W 4931 E,DIFAE 130,DEFECT OF EXT1 MELT LINE ZONE 1
W 4931 F,DIFAE 131,DEFECT OF EXT1 MELT LINE ZONE 2
,,
W 4932 0,DIFAE 132,DEFECT OF EXT1 MELT LINE ZONE 3
W 4932 1,DIFAE 133,DEFECT OF EXT1 MELT LINE ZONE 4
W 4932 2,DIFAE 134,DEFECT OF MELT LINE OIL SKID PUMP M1240.02
