,F12 I/O LIST,,
,,,
,F12\OUTPUT.DOC,,
I/O,DESCRIPTION,SYMBOL,PAGE #
WORD,,,(DRAW')
"OA4,B",MELT LINE 1 Z4                                   F21,H1200-15,114
"OA4,C",FILTER ZONE 1                                    F21,H1230-02,114
"OA4,D",FILTER ZONE 1                                    F21,H1230-03,114
"OA4,E",FILTER ZONE 1                                    F21,H1230-04,114
"OA4,F",ADAPTER                                          F21,H1230-05,114
,,,
"OA5,0",SAT. EXT. 2 Z1                                   F22,H1210-15,117
"OA5,1",SAT. EXT. 2 Z2                                   F22,H1210-16,117
"OA5,2",SAT. EXT. 2 Z3                                   F22,H1210-17,117
"OA5,3",SAT. EXT. 2 Z4                                   F22,H1210-18,117
"OA5,4",SAT. EXT. 2 Z5                                   F22,H1210-19,117
"OA5,5",SAT. EXT. 2 Z6                                   F22,H1210-20,117
"OA5,6",SAT. EXT. 2 Z7                                   F22,H1210-21,117
"OA5,7",ADAPTER SAT. EXT. 2                              F22,H1210-30,117
"OA5,8",(FREE),,118
"OA5,9",(FREE),,
"OA5,A",(FREE),,
"OA5,B",(FREE),,
"OA5,C",HEATING OF DIVERTER                              F23,H1250-01,118
"OA5,D",DIE HEATER Z1                                    F23,H1260-01,118
"OA5,E",DIE HEATER Z2                                    F23,H1260-02,118
"OA5,F",DIE HEATER Z3                                    F23,H1260-03,118
,,,
"OA6,0",FREE,C1103-01,121
"OA6,1",FREE,C1103-02,121
"OA6,2",FREE,C1122-01,121
"OA6,3",FREE,C1122-02,121
"OA6,4",HOMO DRYING HOPPER HI LEVEL TO PCC                4A,LSH1104-02,121
"OA6,5",RECLAIM DRYING HOPPER HI LEVEL TO PCC             4A,LSH1104-04,121
"OA6,6",SAT. 1 DRYING HOPPER LOW LEVEL TO PCC             4A,LSL1123-01,121
"OA6,7",SAT. 1 DRYING HOPPER HI LEVEL TO PCC              4A,LSH1123-02,121
"OA6,8",HOPPER LOW LEVEL                         SAT. EXT. 1,LSL1124-01,122
"OA6,9",FREE,,
"OA6,A",HOPPER LOW LEVEL                        SAT. 2 DRYER,LSL1123-03,122
,TO PCC 4A,,
"OA6,B",HOPPER HIGH LEVEL                       SAT. 2 DRYER,LSH1123-04,122
,TO PCC 4A,,
"OA6,C",HOPPER LOW LEVEL                         SAT. EXT. 2,LSL1124-03,122
,4A,,
"OA6,D",HOPPER HIGH LEVEL (CANCELLED)            SAT. EXT. 2,LSH1124-04,122
"OA6,E",LOW LEVEL                                 HOMO DRYER,LSL1104-01,122
,TO PCC 4A,,
"OA6,F",LOW LEVEL                              RECLAIM DRYER,LSL1104-03,122
,TO PCC,,
,,,
"OA7,0",FEEDING VALVE OPEN – LIGHT                       F29,1.25E+13,125
"OA7,1",HIGH LEVEL HOMO SILO – LIGHT                     F26,1.25E+16,125
"OA7,2",HIGH LEVEL RECLAIM MAT – LIGHT                   F26,1.25E+19,125
"OA7,3",HIGH LEVEL COPOL. SAT. 1 – LIGHT                 F26,1.25E+22,125
"OA7,4",HIGH LEVEL COPOL. SAT. 2 – LIGHT                 F26,1.25E+25,125
"OA7,5",FEEDING ZONE COOLING VALVE                    EXT. 1,SV1200.10,125
"OA7,6",EXHAUST VALV FOR MAIN EXT.                    CONAIR,125Y29,125
,ADDITIVE VACUUM PUMP,,
"OA7,7",ALARM LIGHT IN CTRL ROOM (EXCEPT LINE #1),,
"OA7,8",START                                     HOMO DRYER,C1103-01,126
"OA7,9",STOP                                      HOMO DRYER,C1103-01,126
"OA7,A",START                                  RECLAIM DRYER,C1103-02,126
"OA7,B",STOP                                   RECLAIM DRYER,C1103-02,126
"OA7,C",START                                   SAT. 1 DRYER,C1122-01,126
"OA7,D",STOP                                    SAT. 1 DRYER,C1122-01,126
"OA7,E",START                                   SAT. 2 DRYER,C1122-02,126
"OA7,F",STOP                                    SAT. 2 DRYER,C1122-02,126
,,,
"OB0,0",(FREE),,99
